,Link,Good Characters,Bad Characters
146,https://shanghai.anjuke.com/community/view/8,"
??
??????????6?????????????????????434? 4?2?3? ????????
??????????????????????? SPA?????? ??????????
?????????2006???????????????2009??? ??????????????
???????????????15???????24H?????????????????????
","
??
????????????
"
147,https://shanghai.anjuke.com/community/view/8,"
??
????????200?????????????? ???????1000???*?
???????????2??????300??798??????????795?????????????????
??????????????????????????????9?1?????35-60???
","
??
?????????????
"
148,https://shanghai.anjuke.com/community/view/8,"
??
??????????434-767?????5+1?????876-986??????????????????
??????????1:3?????????????????????????SPA?
??????2006?????????????????????????????
","
??
?????????????
"
149,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??????????45????434-598?????????????
??????????4000????? ??????????????????????
????????????? ????????200?? ????????150????????????
","
??
???? ???????
"
150,https://shanghai.anjuke.com/community/view/8,"
??
??????????4????A??D?597?????????????????824~926??
??????????1?2.9????3300/????4000????????????????????????
??????????2005????2009????????????????????????????
","
??
??????????????16.5??
"
151,https://shanghai.anjuke.com/community/view/8,"
??
??????????4?????????A? ??597??????C???431?
???????????2????????631?????2????????840?
","
??
????431????7000??
"
152,https://shanghai.anjuke.com/community/view/8,"
??
????????4???????????A?D?597???????????
???????????????????????????????????????????
?????????????2007??????????????????????????????
??????????150?????????????300?????????????????????????
????????????????????30?45????????????
","
??
???????????
"
153,https://shanghai.anjuke.com/community/view/8,"
??
????????760????????C????????
?????????2?????????600?????????2??1200?
","
??
??????????????????
"
154,https://shanghai.anjuke.com/community/view/8,"
??
????????????????A\D?597???????B\C?434??????????824-986??
????????????1?1.95?????B1?180??B2?120?
??????2005?10???2009?6?30????????20000?/??
","
??
?????????????
"
155,https://shanghai.anjuke.com/community/view/8,"
??
?????????A,B,C,D????A,D????????????3?1?,??597????????
?????????????2005????2007?????????*????????????????????
????????????????????????15??????85%????47%????3000?/?
","
??
????????????????????????????????????
"
156,https://shanghai.anjuke.com/community/view/8,"
??
????????434????597??????45???????????
?????????2??????900????????????????????
","
??
???????????????????????
"
157,https://shanghai.anjuke.com/community/view/8,"
??
???????????????A\D??597??????B\C??430????????767?1200???
??????????1:3????????4000???????????????????
","
??
????????7000????
"
158,https://shanghai.anjuke.com/community/view/8,"
??
?????????4?,??A\D??597??????B\C??430????????767??1200???
??????????1?3??????4000??????????????????????
????????2007????2008???
??????????????????200?????????150?
","
??
?????????????????????????17?????????????????????7000????
"
159,https://shanghai.anjuke.com/community/view/8,"
??
????????????? ????? ????? 434?597?  ???876?987???
??????????1:3  ??????? ?? ???????
","
??
?????????? ???????? ?????????? ?? ???????????????
"
160,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????????????2006????????????????2???
??????????2KM???????????????????????????????????????????
?????????2????????600???9????????960??
???????????????????????9????????????????????
","
??
????????????????????????????????????????????
"
161,https://shanghai.anjuke.com/community/view/8,"
??
????????????????????434??????597????????????????
????????????????2008??????????????????????
","
??
??????????????????
"
162,https://shanghai.anjuke.com/community/view/8,"
??
???????????ABCD4?????????434-767??????????????????
????????????????????1:3????????????????????????????????
???????????????????????153??????????
????????200?????????????1000???????????2?????????500????
","
??
??????????8200??????????????????????
"
163,https://shanghai.anjuke.com/community/view/8,"
??
??????434/597???????????????5????220????????????????????
?????????????????????????500?????,????,10?????????
","
??
??????????????
"
164,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??????A?D??B?C???????????4-5??
???????????????????????3:1?
??????????????????????200?????????150????
","
??
????????????
"
165,https://shanghai.anjuke.com/community/view/8,"
??
????????????????40????????????431?????597??????????????
?????????300????2????????????????300???????????????
","
??
??????????????????
"
166,https://shanghai.anjuke.com/community/view/8,"
??
????????????4?45??49?3????????????????433-597??????????
????????????1?3???4000??????????????????????????????
????????2007???2008???????????????????????????153???????
????????????????????200?????????150???????780??????650??
?????????2??????520????500????9??????????????????
","
??
????????????????????????
"
167,https://shanghai.anjuke.com/community/view/8,"
??
??????????AbCd??????AD?????597????B?C???434????
????????4000????? ?????????????????????????
","
??
??????????????
"
168,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??????ABCD??????????434-767????????270???????
????????500?????2????????780??????????550???????????????
?????????????????????????????????????40?????????
","
??
???????????????????
"
169,https://shanghai.anjuke.com/community/view/8,"
??
??????4???AD??????597??BC??????434??????????????????????
??????2005????2009???????11?/???????2?/????????????????
???????????????30%?????????? ???????????????CEO?????????
???????????????????????????15?/?/???????????????????????
","
??
????????????????????????
"
170,https://shanghai.anjuke.com/community/view/8,"
??
????????????4?????180????A,D??597??????B,C??431???
????????????1:3????????????????????????
??????????500???????2????????????????????????????
","
??
?????????????
"
171,https://shanghai.anjuke.com/community/view/8,"
??
?????????????220????A?D?597??B?C?433??B?C???????????80??
????????????29??????429??????1:2????????????????????????
??????2007??????????????????????????????????????????????
??????100?????????????????????????????????50????????????
?????????????????????????????????????150????????2?????
","
??
????????????????????????????
"
172,https://shanghai.anjuke.com/community/view/8,"
??
???????????433?597?????45-49??????????????
???????????????????????????????????????
?????????????????????????????100??????2??????200????
","
??
??????????????
"
173,https://shanghai.anjuke.com/community/view/8,"
??
?????????????431?4??579?5?,??????????,?????
??????????4????,??????????SPA???????????????
?????????2??(????)500?,9??(???)1??;????,????
","
??
??????,???,?????????,?????????
"
174,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD??????AD?????BC????????597????433??BD??????
??????????400???????????????????1?3?????
???????????????2007????????????????????????????
","
??
??????433???????????
"
175,https://shanghai.anjuke.com/community/view/8,"
??
????????????434??597??????????876-986??????????????????
????????????????????1:3???????????????SPA?????????????
?????????????????????4???????????1???????????153??
???????????780??????????550????????330????????410??
?????????2??????520?????????????(791?961?????????)100?
","
??
????????????????????????????????????????????????????????????????????????????????????????
"
176,https://shanghai.anjuke.com/community/view/8,"
??
??????????????A??D??????????B??C????????????4-5?
??????????????????2007????2008???
?????????????????????????
","
??
??????????430??????????????
"
177,https://shanghai.anjuke.com/community/view/8,"
??
???????????4???????A?C???B?D???????????431??4??597??5??
?????????2??????580????2???????4??????6???????
???????????????????????????????????????????40?????????
","
??
??????????????????????????
"
178,https://shanghai.anjuke.com/community/view/8,"
??
???????A,B,C,D???????AD???597??5????BC???434??4????????
????????200?????????????1000??????
","
??
??????????????????????????????????????????????????????
"
179,https://shanghai.anjuke.com/community/view/8,"
??
???????????434-597??4+1??????876-986??5+1??????270?????
??????????1?????????????????SPA,????????3?1???????
????????????????????4????????????
???????????80%????????????CEO???37-55????????????
","
??
??????????????????
"
180,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????AD??????597????BC??????434????????????
?????????????????????????????????1:3???????
?????????????50??300?????????????????????????550??
","
??
????400?????????????7300W???????
"
181,https://shanghai.anjuke.com/community/view/8,"
??
??????????AD???597??????BC???434????????876-986?????????
????????????????????????????????????????????????????????
??????????????4??????1????????????ALT?12????????????????
????????500???????? ???? ???????? ???? ??????1000???????
?????????2??????520???9??????500???2??????1000?
","
??
?????180????????????????????????4???????????????????????????????????????????
"
